File ID,Hoofdcompetentie,Subcompetentie,Percentage,Perc_Group
645025be-9089-5afa-a2e1-5b77a6593f13,Persoonlijke gerichtheid,Resultaatgerichtheid,38,0
645025be-9089-5afa-a2e1-5b77a6593f13,Persoonlijke gerichtheid,Leerbereidheid,39,0
645025be-9089-5afa-a2e1-5b77a6593f13,Persoonlijke gerichtheid,Inzet,23,0
645025be-9089-5afa-a2e1-5b77a6593f13,Persoonlijke gerichtheid,Nauwkeurigheid,56,1
645025be-9089-5afa-a2e1-5b77a6593f13,Organisatiegerichtheid,Organisatiesensitiviteit,24,0
645025be-9089-5afa-a2e1-5b77a6593f13,Organisatiegerichtheid,Klantoriëntatie,28,0
645025be-9089-5afa-a2e1-5b77a6593f13,Organisatiegerichtheid,Kwaliteitsgerichtheid,63,1
645025be-9089-5afa-a2e1-5b77a6593f13,Organisatiegerichtheid,Ondernemerschap,42,1
645025be-9089-5afa-a2e1-5b77a6593f13,Beïnvloedend vermogen,Overtuigingskracht,49,1
645025be-9089-5afa-a2e1-5b77a6593f13,Beïnvloedend vermogen,Aansturen van groepen,53,1
645025be-9089-5afa-a2e1-5b77a6593f13,Beïnvloedend vermogen,Aansturen van individuen,34,0
645025be-9089-5afa-a2e1-5b77a6593f13,Beïnvloedend vermogen,Coachen van medewerkers,37,0
645025be-9089-5afa-a2e1-5b77a6593f13,Beïnvloedend vermogen,Onderhandelen,54,1
645025be-9089-5afa-a2e1-5b77a6593f13,Organisatie vermogen,Plannen en organiseren,48,1
645025be-9089-5afa-a2e1-5b77a6593f13,Organisatie vermogen,Delegeren,39,0
645025be-9089-5afa-a2e1-5b77a6593f13,Organisatie vermogen,Voortgangscontrole,41,1
645025be-9089-5afa-a2e1-5b77a6593f13,Relationeel vermogen,Sensitiviteit,25,0
645025be-9089-5afa-a2e1-5b77a6593f13,Relationeel vermogen,Samenwerking,26,0
645025be-9089-5afa-a2e1-5b77a6593f13,Relationeel vermogen,Optreden,45,1
645025be-9089-5afa-a2e1-5b77a6593f13,Relationeel vermogen,Relatiebeheer,35,0
645025be-9089-5afa-a2e1-5b77a6593f13,Relationeel vermogen,Sociabiliteit,25,0
645025be-9089-5afa-a2e1-5b77a6593f13,Relationeel vermogen,Assertiviteit,59,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Initiatief,35,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Besluitvaardigheid,37,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Flexibiliteit,65,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Stressbestendigheid,37,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Ambitie,67,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Zelfstandigheid,35,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Doorzettingsvermogen,46,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Resultaatgerichtheid,65,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Leerbereidheid,68,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Inzet,38,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Persoonlijke gerichtheid,Nauwkeurigheid,41,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatiegerichtheid,Organisatiesensitiviteit,38,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatiegerichtheid,Klantoriëntatie,42,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatiegerichtheid,Kwaliteitsgerichtheid,50,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatiegerichtheid,Ondernemerschap,48,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Overtuigingskracht,49,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Aansturen van groepen,43,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Aansturen van individuen,27,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Coachen van medewerkers,48,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Beïnvloedend vermogen,Onderhandelen,46,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatie vermogen,Plannen en organiseren,43,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatie vermogen,Delegeren,50,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Organisatie vermogen,Voortgangscontrole,33,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Sensitiviteit,48,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Samenwerking,41,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Optreden,45,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Relatiebeheer,35,0
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Sociabiliteit,40,1
04e108ed-dcea-5f17-871c-7e7d9901a5ec,Relationeel vermogen,Assertiviteit,40,1
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Initiatief,12,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Besluitvaardigheid,19,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Flexibiliteit,25,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Stressbestendigheid,21,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Ambitie,50,1
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Zelfstandigheid,52,1
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Doorzettingsvermogen,34,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Resultaatgerichtheid,44,1
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Leerbereidheid,54,1
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Inzet,26,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Persoonlijke gerichtheid,Nauwkeurigheid,82,2
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatiegerichtheid,Organisatiesensitiviteit,33,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatiegerichtheid,Klantoriëntatie,28,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatiegerichtheid,Kwaliteitsgerichtheid,89,2
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatiegerichtheid,Ondernemerschap,29,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Overtuigingskracht,21,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Aansturen van groepen,36,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Aansturen van individuen,16,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Coachen van medewerkers,33,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Beïnvloedend vermogen,Onderhandelen,41,1
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatie vermogen,Plannen en organiseren,59,1
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatie vermogen,Delegeren,21,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Organisatie vermogen,Voortgangscontrole,44,1
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Sensitiviteit,29,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Samenwerking,27,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Optreden,22,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Relatiebeheer,27,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Sociabiliteit,23,0
980717fa-cb0e-5995-a07f-d7eabf81f302,Relationeel vermogen,Assertiviteit,40,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Initiatief,54,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Besluitvaardigheid,48,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Flexibiliteit,52,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Stressbestendigheid,59,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Ambitie,59,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Zelfstandigheid,55,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Doorzettingsvermogen,71,2
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Resultaatgerichtheid,75,2
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Leerbereidheid,67,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Inzet,70,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Persoonlijke gerichtheid,Nauwkeurigheid,54,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatiegerichtheid,Organisatiesensitiviteit,52,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatiegerichtheid,Klantoriëntatie,67,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatiegerichtheid,Kwaliteitsgerichtheid,54,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatiegerichtheid,Ondernemerschap,56,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Overtuigingskracht,56,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Aansturen van groepen,49,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Aansturen van individuen,46,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Coachen van medewerkers,63,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Beïnvloedend vermogen,Onderhandelen,59,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatie vermogen,Plannen en organiseren,57,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatie vermogen,Delegeren,61,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Organisatie vermogen,Voortgangscontrole,59,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Sensitiviteit,62,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Samenwerking,59,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Optreden,60,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Relatiebeheer,48,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Sociabiliteit,70,1
5e3ed26e-b8d0-53f5-be5a-38296109877d,Relationeel vermogen,Assertiviteit,52,1
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Initiatief,28,0
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Besluitvaardigheid,25,0
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Flexibiliteit,28,0
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Stressbestendigheid,46,1
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Ambitie,67,1
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Zelfstandigheid,30,0
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Doorzettingsvermogen,41,1
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Resultaatgerichtheid,50,1
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Leerbereidheid,59,1
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Inzet,39,0
740200fb-ceec-58a1-a4da-f24c997943de,Persoonlijke gerichtheid,Nauwkeurigheid,51,1
740200fb-ceec-58a1-a4da-f24c997943de,Organisatiegerichtheid,Organisatiesensitiviteit,69,1
740200fb-ceec-58a1-a4da-f24c997943de,Organisatiegerichtheid,Klantoriëntatie,53,1
740200fb-ceec-58a1-a4da-f24c997943de,Organisatiegerichtheid,Kwaliteitsgerichtheid,59,1
740200fb-ceec-58a1-a4da-f24c997943de,Organisatiegerichtheid,Ondernemerschap,38,0
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Overtuigingskracht,35,0
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Aansturen van groepen,49,1
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Aansturen van individuen,49,1
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Coachen van medewerkers,58,1
740200fb-ceec-58a1-a4da-f24c997943de,Beïnvloedend vermogen,Onderhandelen,45,1
740200fb-ceec-58a1-a4da-f24c997943de,Organisatie vermogen,Plannen en organiseren,43,1
740200fb-ceec-58a1-a4da-f24c997943de,Organisatie vermogen,Delegeren,67,1
740200fb-ceec-58a1-a4da-f24c997943de,Organisatie vermogen,Voortgangscontrole,35,0
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Sensitiviteit,62,1
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Samenwerking,67,1
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Optreden,49,1
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Relatiebeheer,57,1
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Sociabiliteit,53,1
740200fb-ceec-58a1-a4da-f24c997943de,Relationeel vermogen,Assertiviteit,33,0
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Initiatief,49,1
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Besluitvaardigheid,34,0
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Flexibiliteit,58,1
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Stressbestendigheid,75,2
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Ambitie,25,0
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Zelfstandigheid,52,1
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Doorzettingsvermogen,59,1
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Resultaatgerichtheid,35,0
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Leerbereidheid,81,2
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Inzet,62,1
d73cd100-0c15-518b-874f-03a8811ebd04,Persoonlijke gerichtheid,Nauwkeurigheid,54,1
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatiegerichtheid,Organisatiesensitiviteit,88,2
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatiegerichtheid,Klantoriëntatie,77,2
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatiegerichtheid,Kwaliteitsgerichtheid,50,1
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatiegerichtheid,Ondernemerschap,44,1
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Overtuigingskracht,57,1
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Aansturen van groepen,36,0
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Aansturen van individuen,69,1
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Coachen van medewerkers,87,2
d73cd100-0c15-518b-874f-03a8811ebd04,Beïnvloedend vermogen,Onderhandelen,52,1
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatie vermogen,Plannen en organiseren,57,1
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatie vermogen,Delegeren,87,2
d73cd100-0c15-518b-874f-03a8811ebd04,Organisatie vermogen,Voortgangscontrole,62,1
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Sensitiviteit,90,2
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Samenwerking,78,2
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Optreden,55,1
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Relatiebeheer,33,0
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Sociabiliteit,77,2
d73cd100-0c15-518b-874f-03a8811ebd04,Relationeel vermogen,Assertiviteit,34,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Initiatief,11,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Besluitvaardigheid,32,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Flexibiliteit,20,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Stressbestendigheid,33,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Ambitie,63,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Zelfstandigheid,50,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Doorzettingsvermogen,46,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Resultaatgerichtheid,62,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Leerbereidheid,60,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Inzet,37,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Persoonlijke gerichtheid,Nauwkeurigheid,89,2
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatiegerichtheid,Organisatiesensitiviteit,41,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatiegerichtheid,Klantoriëntatie,26,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatiegerichtheid,Kwaliteitsgerichtheid,89,2
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatiegerichtheid,Ondernemerschap,31,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Overtuigingskracht,21,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Aansturen van groepen,47,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Aansturen van individuen,16,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Coachen van medewerkers,28,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Beïnvloedend vermogen,Onderhandelen,41,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatie vermogen,Plannen en organiseren,60,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatie vermogen,Delegeren,23,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Organisatie vermogen,Voortgangscontrole,56,1
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Sensitiviteit,29,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Samenwerking,29,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Optreden,22,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Relatiebeheer,19,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Sociabiliteit,19,0
7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Relationeel vermogen,Assertiviteit,43,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Initiatief,41,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Besluitvaardigheid,39,0
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Flexibiliteit,49,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Stressbestendigheid,37,0
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Ambitie,63,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Zelfstandigheid,41,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Doorzettingsvermogen,39,0
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Resultaatgerichtheid,53,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Leerbereidheid,67,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Inzet,43,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Persoonlijke gerichtheid,Nauwkeurigheid,56,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatiegerichtheid,Organisatiesensitiviteit,59,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatiegerichtheid,Klantoriëntatie,50,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatiegerichtheid,Kwaliteitsgerichtheid,54,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatiegerichtheid,Ondernemerschap,44,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Overtuigingskracht,37,0
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Aansturen van groepen,45,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Aansturen van individuen,41,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Coachen van medewerkers,54,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Beïnvloedend vermogen,Onderhandelen,43,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatie vermogen,Plannen en organiseren,52,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatie vermogen,Delegeren,57,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Organisatie vermogen,Voortgangscontrole,47,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Sensitiviteit,56,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Samenwerking,56,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Optreden,44,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Relatiebeheer,52,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Sociabiliteit,50,1
10aff0a6-3e67-53d9-9ac4-3224643e0d22,Relationeel vermogen,Assertiviteit,40,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Initiatief,49,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Besluitvaardigheid,36,0
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Flexibiliteit,52,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Stressbestendigheid,75,2
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Ambitie,46,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Zelfstandigheid,62,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Doorzettingsvermogen,73,2
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Resultaatgerichtheid,56,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Leerbereidheid,67,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Inzet,78,2
0b987c95-d61b-5d7f-925c-9c894e0937ce,Persoonlijke gerichtheid,Nauwkeurigheid,73,2
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatiegerichtheid,Organisatiesensitiviteit,59,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatiegerichtheid,Klantoriëntatie,70,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatiegerichtheid,Kwaliteitsgerichtheid,75,2
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatiegerichtheid,Ondernemerschap,51,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Overtuigingskracht,43,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Aansturen van groepen,48,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Aansturen van individuen,29,0
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Coachen van medewerkers,52,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Beïnvloedend vermogen,Onderhandelen,54,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatie vermogen,Plannen en organiseren,65,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatie vermogen,Delegeren,61,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Organisatie vermogen,Voortgangscontrole,65,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Sensitiviteit,65,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Samenwerking,70,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Optreden,50,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Relatiebeheer,50,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Sociabiliteit,69,1
0b987c95-d61b-5d7f-925c-9c894e0937ce,Relationeel vermogen,Assertiviteit,46,1
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Initiatief,42,1
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Besluitvaardigheid,34,0
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Flexibiliteit,52,1
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Stressbestendigheid,75,2
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Ambitie,91,2
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Zelfstandigheid,62,1
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Doorzettingsvermogen,92,2
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Resultaatgerichtheid,94,2
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Leerbereidheid,79,2
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Inzet,84,2
61369f33-c11d-5d29-80ed-d751b8246cd1,Persoonlijke gerichtheid,Nauwkeurigheid,87,2
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatiegerichtheid,Organisatiesensitiviteit,59,1
61369f33-c11d-5d29-80ed-d751b8246cd1,Organisatiegerichtheid,Klantoriëntatie,72,2
