,excluded_id,group1,group2,correlation_excluded,correlation_all,correlation_difference,stdev,threshold
1503,eb695653-6a34-557a-aa9b-90a16a666a9b,Contactbehoefte,Variatiebehoefte,0.5452986300198901,0.6271086921281467,0.08181006210825659,0.027585210216610527,0.055170420433221054
1539,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Contactbehoefte,Vertrouwen,0.31146803645223403,0.39199676604002015,0.08052872958778612,0.03579926214542344,0.07159852429084688
1553,eb695653-6a34-557a-aa9b-90a16a666a9b,Contactbehoefte,Volharding,0.38551764319030746,0.5130114748339736,0.12749383164366612,0.0329360781584741,0.0658721563169482
1578,eb695653-6a34-557a-aa9b-90a16a666a9b,Contactbehoefte,Weloverwogen,0.028042282248580356,0.17883194523074067,0.15078966298216032,0.04290084018539688,0.08580168037079376
1614,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Contactbehoefte,Zelfonthulling,0.26821511667320685,0.3685967972443574,0.10038168057115054,0.04067393152500064,0.08134786305000127
1617,c22e1828-5784-556c-a41b-541e88bbe819,Contactbehoefte,Zelfonthulling,0.46366767731610864,0.3685967972443574,-0.09507088007175124,0.04067393152500064,0.08134786305000127
1622,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,Contactbehoefte,Zelfonthulling,0.27122782480347934,0.3685967972443574,0.09736897244087805,0.04067393152500064,0.08134786305000127
1628,eb695653-6a34-557a-aa9b-90a16a666a9b,Contactbehoefte,Zelfontwikkeling,0.13393006619211584,0.3195195771482484,0.18558951095613258,0.047225693416225435,0.09445138683245087
1658,283ab77f-98df-5946-aacd-c3bf20cc1bc4,Contactbehoefte,Zelfvertoon,0.4618141712954013,0.5316456139417773,0.06983144264637603,0.027688077734954023,0.055376155469908046
1685,645025be-9089-5afa-a2e1-5b77a6593f13,Contactbehoefte,Zelfvertrouwen,0.4386519218333726,0.36235689728278025,-0.07629502455059234,0.03286233868299397,0.06572467736598794
1695,54607c72-f7f0-5106-874f-ff352975ea48,Contactbehoefte,Zelfvertrouwen,0.4408477652924149,0.36235689728278025,-0.07849086800963462,0.03286233868299397,0.06572467736598794
1697,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,Contactbehoefte,Zelfvertrouwen,0.2961074077666914,0.36235689728278025,0.06624948951608883,0.03286233868299397,0.06572467736598794
1703,eb695653-6a34-557a-aa9b-90a16a666a9b,Contactbehoefte,Zorgzaamheid,0.4623423337548834,0.5288268409394594,0.06648450718457605,0.02984571212618352,0.05969142425236704
1721,fe1661b9-4971-54a3-b310-1b7dadb63fcc,Contactbehoefte,Zorgzaamheid,0.6003762640488962,0.5288268409394594,-0.0715494231094368,0.02984571212618352,0.05969142425236704
1728,eb695653-6a34-557a-aa9b-90a16a666a9b,Dominantie,Energie,0.5801443087415945,0.48107770853843645,-0.09906660020315805,0.03189121995055171,0.06378243990110342
1733,283ab77f-98df-5946-aacd-c3bf20cc1bc4,Dominantie,Energie,0.39860895077493114,0.48107770853843645,0.08246875776350532,0.03189121995055171,0.06378243990110342
1754,24e2d531-6fab-5f5b-9282-a488302c6547,Dominantie,Frustratietolerantie,0.31597287317483175,0.24588249579234117,-0.07009037738249058,0.03456970701307322,0.06913941402614644
1755,376aa464-a5f7-5aed-acd9-7dceb37ded9d,Dominantie,Frustratietolerantie,0.17405537228388457,0.24588249579234117,0.0718271235084566,0.03456970701307322,0.06913941402614644
1778,eb695653-6a34-557a-aa9b-90a16a666a9b,Dominantie,Hartelijkheid,0.5666000836347869,0.4761616206451941,-0.0904384629895928,0.03282281375178074,0.06564562750356148
1783,283ab77f-98df-5946-aacd-c3bf20cc1bc4,Dominantie,Hartelijkheid,0.41005523729310767,0.4761616206451941,0.0661063833520864,0.03282281375178074,0.06564562750356148
1804,24e2d531-6fab-5f5b-9282-a488302c6547,Dominantie,Incasseringsvermogen,0.6870497540254408,0.5669827544190846,-0.12006699960635614,0.04527911852584547,0.09055823705169094
1805,376aa464-a5f7-5aed-acd9-7dceb37ded9d,Dominantie,Incasseringsvermogen,0.4113597409299884,0.5669827544190846,0.15562301348909624,0.04527911852584547,0.09055823705169094
1830,376aa464-a5f7-5aed-acd9-7dceb37ded9d,Dominantie,Nauwkeurigheid,-0.18713768043021775,0.025485220026464223,0.21262290045668197,0.05497807270431496,0.10995614540862993
1856,8783258b-64d3-5d41-92cf-08532d074f44,Dominantie,Onafhankelijkheid,0.35061703795077526,0.26416444212348894,-0.08645259582728632,0.03611273727399118,0.07222547454798237
1861,980717fa-cb0e-5995-a07f-d7eabf81f302,Dominantie,Onafhankelijkheid,0.37030166399854475,0.26416444212348894,-0.10613722187505581,0.03611273727399118,0.07222547454798237
1883,283ab77f-98df-5946-aacd-c3bf20cc1bc4,Dominantie,Ordelijkheid,-0.025006394497994393,0.06675157177079202,0.09175796626878642,0.04418416440419127,0.08836832880838254
1889,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Dominantie,Ordelijkheid,0.1741101145849733,0.06675157177079202,-0.10735854281418128,0.04418416440419127,0.08836832880838254
1901,a5bc65f4-cbe4-5303-9ac4-0a97089e3ec2,Dominantie,Originaliteit,0.3368835594300472,0.24971703443110943,-0.08716652499893779,0.027795752728731894,0.05559150545746379
1920,54607c72-f7f0-5106-874f-ff352975ea48,Dominantie,Originaliteit,0.18189158695231764,0.24971703443110943,0.0678254474787918,0.027795752728731894,0.05559150545746379
1929,24e2d531-6fab-5f5b-9282-a488302c6547,Dominantie,Positivisme,0.3507190960486604,0.2785086464066125,-0.07221044964204792,0.028410332753668926,0.05682066550733785
1931,8783258b-64d3-5d41-92cf-08532d074f44,Dominantie,Positivisme,0.19958147065058005,0.2785086464066125,0.07892717575603245,0.028410332753668926,0.05682066550733785
1957,6d5cecd8-e3c3-524b-88b3-ed62a8d52f88,Dominantie,Regelmaat,-0.36492335443265217,-0.277036885027814,0.08788646940483819,0.037591080555909144,0.07518216111181829
1964,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Dominantie,Regelmaat,-0.16173727322475231,-0.277036885027814,-0.11529961180306167,0.037591080555909144,0.07518216111181829
1983,283ab77f-98df-5946-aacd-c3bf20cc1bc4,Dominantie,Sociaal Ontspannen,0.5251674358284186,0.5965792282015832,0.07141179237316453,0.02964643180393759,0.05929286360787518
1997,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,Dominantie,Sociaal Ontspannen,0.683793517440883,0.5965792282015832,-0.08721428923929986,0.02964643180393759,0.05929286360787518
2005,376aa464-a5f7-5aed-acd9-7dceb37ded9d,Dominantie,Status,0.3028146674959555,0.3965961669475163,0.09378149945156083,0.03739766948222286,0.07479533896444572
2008,283ab77f-98df-5946-aacd-c3bf20cc1bc4,Dominantie,Status,0.2961531073532937,0.3965961669475163,0.10044305959422262,0.03739766948222286,0.07479533896444572
2028,eb695653-6a34-557a-aa9b-90a16a666a9b,Dominantie,Variatiebehoefte,0.5434953992494088,0.45393223321409776,-0.08956316603531106,0.03397565640757842,0.06795131281515684
2055,376aa464-a5f7-5aed-acd9-7dceb37ded9d,Dominantie,Vertrouwen,0.231665054615542,0.09799919151000505,-0.13366586310553694,0.04729975920577555,0.0945995184115511
2061,980717fa-cb0e-5995-a07f-d7eabf81f302,Dominantie,Vertrouwen,-0.0022733085907267574,0.09799919151000505,0.10027250010073181,0.04729975920577555,0.0945995184115511
2064,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Dominantie,Vertrouwen,-0.0022733085907267712,0.09799919151000505,0.10027250010073183,0.04729975920577555,0.0945995184115511
2078,eb695653-6a34-557a-aa9b-90a16a666a9b,Dominantie,Volharding,0.4162063463863535,0.3202928784677717,-0.0959134679185818,0.034009464278948735,0.06801892855789747
2080,376aa464-a5f7-5aed-acd9-7dceb37ded9d,Dominantie,Volharding,0.23715055760654388,0.3202928784677717,0.08314232086122783,0.034009464278948735,0.06801892855789747
2105,376aa464-a5f7-5aed-acd9-7dceb37ded9d,Dominantie,Weloverwogen,-0.13224335577160715,0.07529766114978555,0.2075410169213927,0.05507882184297176,0.11015764368594352
2139,7080eb17-4d6c-516c-9cb2-70c2cfb220e8,Dominantie,Zelfonthulling,0.05410474445929695,0.16231785566723989,0.10821311120794294,0.03333222399578825,0.0666644479915765
2155,376aa464-a5f7-5aed-acd9-7dceb37ded9d,Dominantie,Zelfontwikkeling,-0.04267806335705832,0.06726727939963126,0.10994534275668957,0.03701870220966954,0.07403740441933908
2186,980717fa-cb0e-5995-a07f-d7eabf81f302,Dominantie,Zelfvertoon,0.7362209788663261,0.7717436331412896,0.03552265427496348,0.016586082575286373,0.033172165150572745
2194,c6323f05-ac11-5726-b4a1-474fa2d166a8,Dominantie,Zelfvertoon,0.8049555609717398,0.7717436331412896,-0.03321192783045024,0.016586082575286373,0.033172165150572745
2197,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,Dominantie,Zelfvertoon,0.8060943106945053,0.7717436331412896,-0.03435067755321575,0.016586082575286373,0.033172165150572745
2211,980717fa-cb0e-5995-a07f-d7eabf81f302,Dominantie,Zelfvertrouwen,0.6096307776347213,0.6522424151090045,0.042611637474283204,0.020802875441821758,0.041605750883643516
2222,0b8c4ad8-0c0a-58a8-9c41-6afa58400dc3,Dominantie,Zelfvertrouwen,0.6962431722371781,0.6522424151090045,-0.04400075712817364,0.020802875441821758,0.041605750883643516
